"updateID","updateDate","verNumber","rawFile","parentBoxFolder","sourceCode","updaterInitials","updateMetadata"
"metadataFix.20190606","6/6/2019","2.4.0","metadataFix_20190606.csv","summer2018",NA,"KS","added metadata for PIEZOMETERS_SURVEYING and PIEZOMETERS_SENSORS, both are new tables to the database."
"unitsFix.20190606","6/6/2019","2.4.0","unitsFix_20190606.csv","summer2018",NA,"KS","added column names and units for two new tables: PIEZOMETERS_SURVEYING and PIEZOMETERS_SENSORS."
"sitePiezSensors.20190606","6/6/2019","2.4.0","sitePiezSensors_20190606.csv","summer2018",NA,"KS","No new siteIDs added."
"samplePiezSensors.20190606","6/6/2019","2.4.0","samplePiezSensors_20190606.csv","summer2018",NA,"KS","74 new sampleIDs added for table total of 31575."
"tablePiezSensors.20190606","6/6/2019","2.4.0","tablePiezSensors_20190606.csv","summer2018",NA,"KS","New table added to the database with 74 observations."
"sitePOC.20190611","6/11/2019","2.4.0","sitePOC_20190611.csv","summer2018",NA,"KS","No new siteIDs added."
"samplePOC.20190611","6/11/2019","2.4.0","samplePOC_20190611.csv","summer2018",NA,"KS","14 new sampleIDs added for a table total of 31589."
"tablePOC.20190611","6/11/2019","2.4.0","tablePOC_20190611.csv","summer2018",NA,"KS","317 observations added to POC table for table total of 2103."
"siteChlorophyll.20190611","6/11/2019","2.4.0","siteChlorophyll_20190611.csv","summer2018",NA,"KS","No new siteIDs added."
"sampleChlorophyll.20190611","6/11/2019","2.4.0","sampleChlorophyll_20190611.csv","summer2018",NA,"KS","No new sampleIDs added."
"tableChlorophyll.20190611","6/11/2019","2.4.0","tableChlorophyll_20190611.csv","summer2018",NA,"KS","474 observations added to Chlorophyll table for total of 3382."
"siteDOC.20190611","6/11/2019","2.4.0","siteDOC_20190611.csv","summer2018",NA,"KS","No new siteIDs added."
"sampleDOC.20190611","6/11/2019","2.4.0","sampleDOC_20190611.csv","summer2018",NA,"KS","5 new sampleIDs added for table total of 31594."
"tableDOC.20190611","6/11/2019","2.4.0","tableDOC_20190611.csv","summer2018",NA,"KS","659 new observations added to the DOC table for total of 4976."
NA,"6/11/2019","2.4.0",NA,"summer2018",NA,"KS","dateTimeSample column had time one hour behind (sampleID had correct time) for all data added since 2019-03-26. This affected the SAMPLES, STAFF_GAUGES, LIMNO_PROFILES, POC, DOC, CHLOROPHYLL, PIEZOMETERS_LAKE, PIEZOMETERS_UPLAND, and COLOR tables."
"siteNutrients.20190612","6/12/2019","2.4.0","siteNutrients_20190612.csv","summer2018",NA,"KS","No new siteIDs added."
"sampleNutrients.20190612","6/12/2019","2.4.0","sampleNutrients_20190612.csv","summer2018",NA,"KS","15 new sampleIDs added for table total of 31609."
"tableNutrients.20190612","6/12/2019","2.4.0","tableNutrients_20190612.csv","summer2018",NA,"KS","1619 new observations added for Nutrients table total of 11258."
"siteChlorophyll.20200203","2/4/2020","3.0.0","siteChlorophyll_20200203.csv","summer2019",NA,"RN","19 new site IDs added for a total of 2075."
"sampleChlorophyll.20200203","2/4/2020","3.0.0","sampleChlorophyll_20200203.csv","summer2019",NA,"RN","266 new sample IDs added for a total of 31875."
"tableChlorophyll.20200203","2/4/2020","3.0.0","tableChlorophyll_20200203.csv","summer2019",NA,"RN","531 samples added for a total of 3913. Odd number of samples added because one duplicate (WL_DeepHole_20190813_Hypo_2 rep2 chla#400) is missing. "
"siteColor.20200203","2/4/2020","3.0.0","siteChlorophyll_20200203.csv","summer2019",NA,"RN","No new siteIDs added."
"sampleColor.20200203","2/7/2020","3.0.0","sampleColor_20200203.csv","summer2019",NA,"RN","94 new sampleIDs added for a total of 31969. 90 were stream/piezo samples. 4 were sampleIDs for color rerun samples."
"tableColor.20200203","2/7/2020","3.0.0","tableColor_20200203.csv","summer2019",NA,"RN","356 new observations added for a toal of 2752."
"siteDOC.20200203","2/7/2020","3.0.0","siteDOC_20200203.csv","summer2019",NA,"RN","No new siteIDs added."
"sampleDOC.20200203","2/7/2020","3.0.0","sampleDOC_20200203.csv","summer2019",NA,"RN","5 new sampleIDs added for a total of 31974. These 5 are the original samples taken on 6/3-4/2019 that were recollected for color. The other four sites were FE/WL PML/Hypo and were added in the sampleChlorophyll.20200203 addition to the samples table. "
"tableDOC.20200203","2/7/2020","3.0.0","tableDOC_20200203.csv","summer2019",NA,"RN","714 new observations added for a total of 5690."
"siteNutrients.20200316","4/1/2020","3.1.0","siteNutrients_20200316.csv","summer2019",NA,"RN","No new siteIDs added."
"sampleNutrients.20200316","4/1/2020","3.1.0","sampleNutrients_20200316.csv","summer2019",NA,"RN","No new sampleIDs added. "
"tableNutrients.20200316","4/1/2020","3.1.0","tableNutrients_20200316.csv","summer2019",NA,"RN","1428 new observations added for a total of 12686. 357 each of TP, SRP, TN, and SRP. "
"metadataID.20200330","4/1/2020","3.1.0","metadata_current_fix.csv","summer2019",NA,"RN","1 new metadataID added for Piezometer.SlugTest.ChemSample.20180523 for observations in the GC table."
"siteStaff.20200331","4/1/2020","3.1.0","siteStaff_20200331.csv","summer2019",NA,"RN","No new siteIDs added. ME_WholeLake for staff by old curtain originally called 'FE_WholeLake' to match 2018 naming scheme. Not changed in SamplesIS.csv log file. "
"sampleStaff.20200331","4/1/2020","3.1.0","sampleStaff_20200331.csv","summer2019",NA,"RN","65 new samples added for a total of 32039."
"tableStaff.20200331","4/1/2020","3.1.0","tableStaff_20200331.csv","summer2019",NA,"RN","65 observations added for a total of 810."
"siteGC.20200331","4/1/2020","3.1.0","siteGC_20200331.csv","summer2019",NA,"RN","No new siteIDs added."
"sampleGC.20200331","4/1/2020","3.1.0","sampleGC_20200331.csv","summer2019",NA,"RN","4975 new sampleIDs added for a total of 33154."
"tableGC.20200331","4/1/2020","3.1.0","tableGC_20200331.csv","summer2019",NA,"RN","5211 new observations added for a total of 16410. 17 dates changed from previous GC table. One had date 2003 and 16 had date 2030 when they should have been in 2013. "
"siteFishInfo2019.20200529","5/29/2020","3.2.0","siteFishInfo2019_20200529.csv","summer2019",NA,"RN","27 new siteIDs added for a total of 2102. Updated fish tables with 2019 fishscapes and long lake data."
"sampleFishInfo2019.20200529","5/29/2020","3.2.0","sampleFishInfo2019_20200529.csv","summer2019",NA,"RN","580 new sampleIDs added for a total of 12235. Updated fish sample table with 2019 fishscapes and long lake data."
"tableFishInfo2019.20200529","5/29/2020","3.2.0","tableFishInfo2019_20200529.csv","summer2019",NA,"RN","3369 new observations added for a total of 73608. Updated fish info table with 2019 fishscapes and long lake data. Added two columns: spineSample (NA or '1') and scaleSample (NA or '1'). Assigned NA to all previous samples when spines and scales were not sampled at all. Also made a quick fix: some samples had 'tableLongFish2017' instead of 'tableLongFish.2017' as an updateID. I fixed it in this newest version so now all updateIDs in this table are in the 'UPDATE_METADATA' table."
"siteZoops.20200529","5/29/2020","3.2.0","siteZoops_20200529","summer2019",NA,"RN","No new siteID's added."
"tableZoopsAbundRecount.20191217","5/30/2020","3.2.0","sampleZoopsAbundRecount.20191217.csv","summer2019",NA,"RN","Re-wrote the entire SAMPLES table, removing incorrect 2018 zoop samples that were either replaced by recount values or one that was not found to be recounted. To do this, I meshed 1) all observations in the SAMPLES table that were 'good' (n = 33112): those that had nothing to do with zoop tows and zoop tows prior to 2018 when the error occurred. 2)2018 recount samples (n = 34). 3) 2019 recount samples (n = 36). Observations in the SAMPLES table with this update ID are from group 2, 2018 recount samples. "
"tableZoopsAbundRecount.20191217","5/30/2020","3.2.0","tableZoops_ABUND_BIOMASS_recount.20191217.csv","summer2019",NA,"RN","Re-wrote the entire ZOOPS_ABUND_BIOMASS table, removing incorrect 2018 zoop samples that were either replaced by recount values or one that was not found to be recounted. To do this, I meshed 1) all observations in the ZOOPS_ABUND_BIOMASS table that were 'good' : those that had nothing to do with zoop tows and zoop tows prior to 2018 when the error occurred. 2) 2018 recount samples (n = 166). 3) 2019 recount samples . Observations in the ZOOPS_ABUND_BIOMASS table with this update ID are from group 2, 2018 recount samples. "
"tableZoopsAbundRecount.20191217","5/30/2020","3.2.0","tableZoops_LENGTHS_recount.20191217.csv","summer2019",NA,"RN","Re-wrote the entire ZOOPS_LENGTHS table, removing incorrect 2018 zoop samples that were either replaced by recount values or one that was not found to be recounted. To do this, I meshed 1) all observations in the ZOOPS_LENGTHS table that were 'good' : those that had nothing to do with zoop tows and zoop tows prior to 2018 when the error occurred. 2) 2018 recount samples (n = 3449). 3) 2019 recount samples . Observations in the ZOOPS_LENGTHS table with this update ID are from group 2, 2018 recount samples. "
"tableZoopsAbundRecount.20191217","5/30/2020","3.2.0","tableZoops_SUBSAMPLES_recount.20191217.csv","summer2019",NA,"RN","Re-wrote the entire ZOOPS_SUBSAMPLES table, removing incorrect 2018 zoop samples that were either replaced by recount values or one that was not found to be recounted. To do this, I meshed 1) all observations in the ZOOPS_SUBSAMPLES table that were 'good' : those that had nothing to do with zoop tows and zoop tows prior to 2018 when the error occurred. 2) 2018 recount samples (n = 34). 3) 2019 recount samples . Observations in the ZOOPS_SUBSAMPLES table with this update ID are from group 2, 2018 recount samples. "
"longZoops_pt1.20200221","5/30/2020","3.2.0","sampleZoopsPart12019.20200221.csv","summer2019",NA,"RN","Part of 2018 zoop recount update. These are the first half of the 2019 zoop samples (20 of 36 from 2019) counted by AA before winter meeting 2020. "
"longZoops_pt1.20200221","5/30/2020","3.2.0","tableZoops_ABUND_BIOMASS_PT1.20191217.csv","summer2019",NA,"RN","Part of 2018 zoop recount update. These are the first half of the 2019 zoop samples from 2019 counted by AA before winter meeting 2020. 95 observations added to the ABUND_BIOMASS table."
"longZoops_pt1.20200221","5/30/2020","3.2.0","tableZoops_LENGTHS_PT1.20191217.csv","summer2019",NA,"RN","Part of 2018 zoop recount update. These are the first half of the 2019 zoop samples from 2019 counted by AA before winter meeting 2020. 1865 observations added to the LENGTHS table."
"longZoops_pt1.20200221","5/30/2020","3.2.0","tableZoops_SUBSAMPLES_PT1.20191217.csv","summer2019",NA,"RN","Part of 2018 zoop recount update. These are the first half of the 2019 zoop samples from 2019 counted by AA before winter meeting 2020. "
"longZoops_pt2.20200407","5/30/2020","3.2.0","sampleZoopsPart22019.202000407.csv","summer2019",NA,"RN","Part of 2018 zoop recount update. These are the second half of the 2019 zoop samples (16 of 36 from 2019) counted by AA after winter meeting 2020. "
"longZoops_pt2.20200407","5/30/2020","3.2.0","tableZoops_ABUND_BIOMASS_PT2.20191217.csv","summer2019",NA,"RN","Part of 2018 zoop recount update. These are the second half of the 2019 zoop samplesfrom 2019) counted by AA after winter meeting 2020. 79 observations added to the ABUND_BIOMASS table. Total observations: 2652."
"longZoops_pt2.20200407","5/30/2020","3.2.0","tableZoops_LENGTHS_PT2.20191217.csv","summer2019",NA,"RN","Part of 2018 zoop recount update. These are the first half of the 2019 zoop samples from 2019 counted by AA after winter meeting 2020. 1478 observations added to the LENGTHS table. Total observations: 39563."
"longZoops_pt2.20200407","5/30/2020","3.2.0","tableZoops_SUBSAMPLES_PT2.20191217.csv","summer2019",NA,"RN","Part of 2018 zoop recount update. These are the first half of the 2019 zoop samples from 2019 counted by AA after winter meeting 2020. 16 observations added to ZOOPS_SUBSAMPLEs. Total observations: 1027."
"metadata.20200530","5/30/2020","3.2.0","ZoopCounts.20191212.docx","Database/Metadata Files",NA,"RN","Added 1 new metadataID for a total of 126. zoopCounts.20191212 includes a correction for the 20181114 version. "
"CREWUpdateReformat.20200608","6/8/2020","3.3.0","CREW.20200608.csv","GitHubIssues_Fix",NA,"KG","Added crew information from 2012 onward, pulling names from the MFE yearbook. Changed the format of the CREW table so that it is now 'long', with one person per row. Instead of columns for grad students, undergrads, and techs, there is now a 'role' column, whose value can be 'pi', 'undergrad', 'highschoolstudent', 'gradstudent', or 'technician' (implicit here is that I also added PI names for all years for which we had them; they weren't previously in the CREW table at all). There are also new columns for firstname, lastname, and nickname, as well as affiliation (e.g. name of university) and notes (e.g. there was one person for whom CREW had a note about what work they did). In addition, I standardized spellings (e.g. Caceres-Velasquez --> Caceres-Velazquez) and made sure that if a person had a nickname, every row mentioning that person had the same pair of values for firstname and nickname. The table now has 275 rows and 11 columns, whereas before it had 22 rows and 9 columns. Note that the current format of the table does not have a primary key. The ID column is retained from the old table but is now repeated many times: an ID corresponds to a unique combination of year, semester, and location (UNDERC or Notre Dame). This update corresponds to GH issue #16."
"unitsCREW.20200608","6/8/2020","3.3.0","UNITS.20200608.csv","GitHubIssues_Fix",NA,"KG","Removed rows for the old CREW table and added new ones for the reformatted CREW table (updateID CREWUpdateReformat_20200608), as well as descriptions. At the same time, added several columns to FISH_INFO and corrected otholithSample to otholithSampled (from Randi)."
"OTO_sagittae_fix.20200602","6/2/2020","3.3.0","FISH_OTOLITHS.20200602.csv","GitHubIssues_Fix",NA,"KG","Corrected misspellings of 'sagittae' in the 'otolith' column. Changed 6439 rows from 'saggitae' to 'sagittae', and changed 4136 rows from 'sagittae ' (trailing white space) to 'sagittae'. Total of 10575 rows fixed, with 447 rows that were already spelled correctly. This update corresponds to GH issue #39."
"Chlorophyll_metadataID_fix.20200615","6/15/2020","3.3.0","CHLOROPHYLL.20200615.csv","GitHubIssues_Fix",NA,"KG","For 2019 samples, changed 479 observations with metadataID == 'Limno.Sample.20160505' and 52 observations with metadataID == 'fishScapesLimno.20190319' to metadataID == 'Chlorophyll.20110601'. Total of 531 observations from 2019 changed. 8 from 2019 already had the correct metadataID. This update corresponds to GH issue #47."
"BI_metadataID_fix.20200616","6/16/2020","3.3.0","BENTHIC_INVERTS.20200616.csv","GitHubIssues_Fix",NA,"KG","BENTHIC_INVERTS had some misspelled metadataID's. Corrected 4156 rows that had metadataID == 'zoobenthosSample.20181114' to 'zoobenthos.Sample.20181114'. Now have 6030 rows with metadataID == 'zoobenthos.Sample.20181114' (in addition to 39129 rows with metadataID == 'zoobenthosLengths.20110519'."
"bugFix.20181018","6/16/2020","3.3.0","BENTHIC_INVERTS_fix.csv [KG inferred that this is the file]","fall2018_dbFixes",NA,"AR","**AR created this updateID and performed the update that goes with it, but never added the updateID to UPDATE_METADATA. Added by KG on 06-16-2020, after looking over AR's code in bugTableFix_20181018.R. If my description here doesn't make sense, refer back to that script; I may have misinterpreted what AR did.** Working on rows of BENTHIC_INVERTS from lakes EL, WL, and FE, did the following: 1) Fixed some rows where the metadataID was showing up as part of the sampleID. 2) There were some CrazyChiro samples that had erroneously been recorded as part of the regular zoop sampling. All these samples were from 2017=5-07-01. Updated metadataID's for these samples to refer to CrazyChiro, and updated the projectID from 3 to 26. 3) Added dry mass calculations. For bugs that were missing taxa names, added taxa names in order to be able to match these rows to DRY_MASS_EQUATIONS."
"projects.20200708","7/8/2020","3.3.0","PROJECTS.20200708.csv","fall2018_dbFixes",NA,"KG","Added or updated project descriptions for 23 projects. Added notes about two projects (10 and 33) that the ID's were skipped over. For all projects, added information about the projectLead (person in charge), responsiblePI (higher-up in charge, in case project leads move on) and startYear (year the project began, to the best of our knowledge). Note that a few projects currently do not have any associated data in the database (projects 23, 27, 32, and 40). This is a known issue, and it will be addressed in a later database update (see GH issue #52). Also changed the column name 'Description' to 'description' to comply with database naming rules."
"unitsPROJECTS.20200708","7/8/2020","3.3.0","UNITS.20200708.csv","GitHubIssues_Fix",NA,"KG","Added three new columns for tableName == 'PROJECTS', along with descriptions: projectLead, responsiblePI, and startYear. Also changed 'Description' to 'description' for tableName == 'PROJECTS'."
"metadataFix.2020","8/11/2020","3.4.0","METADATA.20200811.csv","GitHubIssues_Fix",NA,"KG","Added metadata files, cleared up duplicate and misspelled metadataID's, combined field and lab protocols into a single file for several metadataID's, etc. 122 rows became 117, with a total of 34 rows affected in some way by this update. Side effects on other tables: updated NUTRIENTS to separate one metadataID into two nutrient-specific ID's; corrected some metadataID spelling errors in FISH_SAMPLES and FISH_DIETS, For more details, see GitHub issues 13 and 50."
"BImetadataRestore.2020","8/11/2020","3.4.0","BENTHIC_INVERTS.20200805.csv","GitHubIssues_Fix",NA,"KG","There were two invertID's in BENTHIC_INVERTS (WL_S_20160524_0000_sediment_1_zoobenthos.Sample.20110714 and WL_SW_20160630_0000_sediment_3_crazy.Chiro2015.2016) that had NA for metadataID. I looked at other inverts with the same sampleID and updated their metadataID's to match."
"projects.20200815","8/15/2020","3.4.0","PROJECTS.20200815.csv","GitHubIssues_Fix",NA,"KG","Minor changes to project dates/descriptions. Deleted the LAB_EXPERIMENTS table and moved its contents to fill the empty projectID 10 slot in PROJECTS. Added a reference to Katie Baglini's experiment data for projectID 6. Added the 2015 bioassay project as projectID 33 in PROJECTS. Referred to experiment data, now located in MFE/Database/Experiments. 'LAB_EXPERIMENTS files' Box folder is deleted; contents moved to 'Experiments'."
"figshareUnits.20200812","8/12/2020","3.4.0","UNITS.20200812.csv","GitHubIssues_Fix",NA,"KG","Deleted 8 rows corresponding to LAB_EXPERIMENTS table. Cross-checked names of other tables against the table and added rows when they were missing (3 rows). Removed updateID row for each table (9 rows), since every table has it and there's no need to repeat it over and over. Corrected a few column names when they didn't match. Added units and descriptions when I could--this is a work in progress. Added the siteID column for FISH_YOY. Overall, we're down 13 rows from 1004 to 990."
"LAKESfix.20200617","9/30/2020","3.5.0","LAKES.20200908.csv","GitHubIssues_Fix",NA,"KG","Added lake information for several lakes where info was missing. Updated lat/long for several lakes when lat/long had too few digits, pulling in lat/long from the NHLD dataset. Added comments for AL and NN, which we couldn't resolve after much discussion with Patrick Kelly. Total of 56 lakes affected. Also removed UTM column from entire table."
"projects.fix.20200929","9/30/2020","3.5.0","projects.20200929.csv","GitHubIssues_Fix",NA,"KG","Fixed a typo in the description for project 33."
"creelFishFix.20200824","9/30/2020","3.5.0","CREEL_FISH.20200824.csv","GitHubIssues_Fix",NA,"KG","Changed dates/species codes on two rows that had a duplicate fishID--these were actually different fish. No change to the number of rows; stays at 125. Note that I also removed duplicate rows (195 --> 193) from CREEL_SAMPLES. That doesn't have its own metadataID because rows were removed, not added."
"SED_TRAP_SAMPLES_create.20200929","9/30/2020","3.5.0","SED_TRAP_SAMPLES.20200930.csv","GitHubIssues_Fix",NA,"KG","Created SED_TRAP_SAMPLES table, containing sampling/deploy information for sediment traps. Data from 2013-2018."
"SED_TRAP_DATA_create.20200929","9/30/2020","3.5.0","SED_TRAP_DATA.20200930.csv","GitHubIssues_Fix",NA,"KG","Created SED_TRAP_DATA, containing processed sample data (mg C, P, and N, filter vols, total vols) from 2013-2018."
"SED_TRAP_metadata.20200930","9/30/2020","3.5.0","METADATA.20200930.csv","GitHubIssues_Fix",NA,"KG","Added 2 rows to METADATA, one for each sediment trap metadata doc (lab protocol and field protocol)."
"SED_TRAPS_units_update.20200930","9/30/2020","3.5.0","UNITS.20200930.csv","GitHubIssues_Fix",NA,"KG","Added column names from SED_TRAP_SAMPLES and SED_TRAP_DATA to UNITS."
"NA (file on Box)","9/30/2020","3.5.0","bioassayDOC.20151012.csv","Experiments",NA,"KG","Forgot to include this in the previous database update, 8/20/2020. Removed 26 rows from DOC and put them in the bioassayDOC csv file that's stored in Experiments/bioassay2015_projectID33. Those measurements taken from bottles during a DOC bottle experiment, not directly from lake samples. Accidentally wrote the text file with those rows removed and updated the database before making a note."
"creelUpdate_20201007","10/12/2020","3.5.1","CREEL_SAMPLES.csv","summer2019",NA,"RN","Added 426 2019 creel sample info, increasing observations from 139 to 619."
"creelUpdate_20201007","10/12/2020","3.5.1","CREEL_INFO.csv","summer2019",NA,"RN","Added 432 2019 creel info interviews, increasing observations from 299 to 731."
"creelUpdate_20201007","10/12/2020","3.5.1","CREEL_INTERVIEW.csv","summer2019",NA,"RN","Added 189 2019 creel interviews, increasing observations from 140 to 329."
"creelUpdate_20201007","10/12/2020","3.5.1","CREEL_FISH.csv","summer2019",NA,"RN","Added 67 2019 creel fish, increasing observations from 125 to 192."
"creelUpdate_20201007","10/12/2020","3.5.1","CREEL_BOAT_SAMPLES.csv","summer2019",NA,"RN","Created this new table to match the new CREEL organizational structure. CREEL_BOAT_SAMPLES now reflects each time boats were counted (summary-level data). This table will list all counts, including counts with 'no boats caught' (meaning boatNum=0 and no boats were counted). 'No boats caught' will no longer appear in the CREEL_BOATS table (see table updateMetadata). Includes 501 observations (individual counting events)."
"creelUpdate_20201007","10/12/2020","3.5.1","CREEL_BOATS.csv","summer2019",NA,"RN","Created this new table to match the new CREEL organizational structure. CREEL_BOATS now reflects each boat counted (individual-level data). This table lists only boats counted and DISCLUDES counts with 'no boats caught' (meaning boatNum=0 and no boats were counted). Includes 1135 observations (individual counting events)."
"creelUpdate_20201007","10/12/2020","3.5.1","CREEL_TRAILER_SAMPLES.csv","summer2019",NA,"RN","Created this new table to match the new CREEL organizational structure. CREEL_TRAILER_SAMPLES now reflects each time boats were counted (summary-level data). This table will list all counts, including counts with 'no trailers caught' (meaning trailerNum=0 and no trailers were counted). 'No trailers caught' will no longer appear in the CREEL_TRAILERS table (see table updateMetadata). Includes 1530 observations (individual counting events)."
"creelUpdate_20201007","10/12/2020","3.5.1","CREEL_TRAILERS.csv","summer2019",NA,"RN","Created this new table to match the new CREEL organizational structure. CREEL_TRAILERS now reflects each trailer counted (individual-level data). This table lists only trailers counted and DISCLUDES counts with 'no trailers caught' (meaning trailerNum=0 and no trailers were counted). Includes 1530 observations (individual counting events)."
"creelUpdate_20201007","10/12/2020","3.5.1","FLIGHTS.csv","summer2019",NA,"RN","Created this new table for CREEL flights. Due to the multi-site nature of this protocol, whereby multiple lakes are sampled visually during one sampling event, FLIGHTS is not relationally linked to CREEL_SAMPLES, which reflect creeling on one lake at a time. FLIGHTS relates to FLIGHTS_SAMPLES by the key 'flightID' (flight_YYYYMMDD), and FLIGHTS_SAMPLES relates to FLIGHTS_INFO by 'sampleID'. Includes 3 observations (3 flights in 2019) along with flight summary-level data."
"creelUpdate_20201007","10/12/2020","3.5.1","FLIGHTS_SAMPLES.csv","summer2019",NA,"RN","Created this new table for CREEL flights. Each observation in FLIGHTS_SAMPLES represents the 'sampling' of one site (lakeID_siteName) at a time. It links to flight-level information in FLIGHTS by the key 'flightID' (flight_YYYYMMDD), and to boat-level data in FLIGHTS_INFO by 'sampleID'. Includes 129 observations (43 lakes x 3 flights in 2019 = 129 flight samples) along with lake summary-level data."
"creelUpdate_20201007","10/12/2020","3.5.1","FLIGHTS_INFO.csv","summer2019",NA,"RN","Created this new table for CREEL flights. Each observation in FLIGHTS_INFO represents one boat. It links to lake-level data in FLIGHT_SAMPLES by 'sampleID'. Includes 364 observations along with boat individual-level data."
"creelFishFix.20201009","10/12/2020","3.5.1","CREEL_FISH.csv","summer2019",NA,"RN","Part of the creelUpdate_20201007. Added sepeciesCodes (e.g. 'LMB') to 2018 samples in CREEL_FISH because they were included in the 2019 data. Corrected speciesCode_wiDNR (e.g. 'W12' for some bluegill and walleye with some incorrect values."
"creelTrailerFix.20201008","10/12/2020","3.5.1","CREEL_TRAILER_SAMPLES.csv","summer2019",NA,"RN","Part of the creelUpdate_20201007. Corrects trailerNum's when misnumbered (n=3). Corrects vehiclePresent for trailerCounts with trailers marked as '0' (n=3). Adds two trailers to one trailer count where only 1 of 3 trailers were originally listed (n=1)."
"creelBoatFix.20201008","10/12/2020","3.5.1","CREEL_BOAT_SAMPLES.csv","summer2019",NA,"RN","Part of the creelUpdate_20201007. Many formatting changes and logical corrections. For formatting, blank cells were converted to NULL, etc. For logical corrections, boats were previously listed as boatNum==1 and  vesselType=='none' if boats were counted but none were observed. Now, those boats have boatNum=0. Changed vesselType from '' to NULL (n=3). Changed vesselType from 'shore_fisher' to 'shore_angler' (n=3). Changed passengerCount from '' to NULL (n=80). Changed fishing to NA where vesselType was 'none' or 'cancelled' (n=66). Changed boatNum from 1 to 0 for vesselType 'none' or 'cancelled' to represent 'no boats caught' correctly (n=68). Note: many individual changes were to 'no boats caught' samples that previously appeared as individual observations (unique boatID's) in CREEL_POINT_BOATCOUNT. Beacuase CREEL_BOATS only list non-zero boatNums, many editied lines no longer appear in the new real-boats, 'NFC'-free version of the boats table."
"lakeID_20201009","10/12/2020","3.5.1","lakes_current_fix.csv","summer2019",NA,"RN","Added 1 new lake (LD - landing) for the 2019 flights for a total of 173 observations."
"siteIDs_20201008","10/12/2020","3.5.1","sites_current.csv","summer2019",NA,"RN","Added 66 new sites from the 2019 creel work (22 BoatLaunches and 44 flights) for a total of 2168."
"units_20201012","10/12/2020","3.5.1","units_current_fix.csv","summer2019",NA,"RN","Added 35 new rows for the new tables: CREEL_BOATS_SAMPLES, CREEL_BOATS, CREEL_TRAILER_SAMPLES, CREEL_TRAILERS, FLIGHTS, FLIGHTS_SAMPLES, and FLIGHTS_INFO. Removed 25 rows while removing the tables CREEL_POINT_BOATCOUNT, CREEL_POINT_TRAILERCOUNT, and CREEL_INSTANTANEOUS_JUNCTION_TABLE. Added rows to correspond to new creel interview questions."
"lakesLatLongUpdate.20201005","10/5/2020","3.5.2","LAKES.20201005.csv","GitHubIssues_Fix","LAKES_latlong_gh84.R","KG","Updated lat/long with values that Eva found in the lake finder app, or that I found on google maps. Added latLongSource column to identify source, with source == 'unknown' if unknown. Removed 1 row for a lake that spanned two counties and had been listed twice, LVD. Added comments for Kentuck, which also spans two counties but is listed in Vilas. Corrected a typo in SJO. All rows affected by column addition; 1 row removed for a new total of 172 rows."
"FISH_YOY_siteID_add.20200820","8/20/2020","3.4.0","FISH_YOY.20200820.csv","GitHubIssues_Fix","FISH_YOY_siteID_gh70.R","KG","Added a siteID column for FISH_YOY. Did this a while back, for version 3.4.0 (2020-08-20), but forgot to add a row to UPDATE_METADATA, so I'm adding it now."
"BIS_processed_default.20201006","10/6/2020","3.5.2","BENTHIC_INVERT_SAMPLES.20201020.csv","GitHubIssues_Fix","2018BugLengthCheck2020_gh33_gh81_gh85.R","KG","GH81: There were some remaining NA's in the new 'processed' column. Changed all NA's to TRUE, since it's safe to assume that all samples were processed unless we specifically know otherwise. Total of 1881 rows changed to processed == TRUE. The implication now is that if one of those rows has no associated bug samples, then the sample was NBC, not unprocessed."
NA,"10/6/2020","3.5.2","BENTHIC_INVERT_SAMPLES.20201020.csv","GitHubIssues_Fix","2018BugLengthCheck2020_gh33_gh81_gh85.R","KG","GH85: There were some duplicate sampleID's that hadn't been detected because they had different updateID's. For each, kept the row with the 'missingBugSamplesLong.2020' updateID. 30 rows removed, down to 1863 from 1893 rows."
"2018BI_metadataID_fix.20201014","10/14/2020","3.5.2","BENTHIC_INVERTS.20201020.csv","GitHubIssues_Fix","2018BugLengthCheck2020_gh33_gh81_gh85.R","KG","Changed 2018 bug measurement metadataID to zoobenthosLengths.20110519, and the bug sampling metadataID to zoobenthos.Sample.20110714, since we decided that the 2018 protocol did not produce different results and therefore didn't have to be kept as a separate file. We made a bunch of tests to determine that this was the right course of action (regressions etc.; Amaryllis re-measured a bunch of 2018 bugs for comparison)--those tests can be found in the sourceCode script, 2018BugLengthCheck2020_gh33_gh81_gh85.R."
"2018BIS_metadataID_fix.20201014","10/14/2020","3.5.2","BENTHIC_INVERT_SAMPLES.20201020.csv","GitHubIssues_Fix","2018BugLengthCheck2020_gh33_gh81_gh85.R","KG","Changed 2018 bug sampling metadataID to zoobenthos.Sample.20110714, since we decided that the 2018 protocol did not produce different results and therefore didn't have to be kept as a separate file. For tests etc. to determine this course of action, see the sourceCode script, 2018BugLengthCheck2020_gh33_gh81_gh85.R."
"bioassayMetadataUpdate.20201013","10/13/2020","3.5.2","bioassaySAMPLES.20151012.20201013.csv","Experiments","bioassayBottleSamplesMetadataID_gh77.R","KG","Linked bottle samples to a new metadata file that describes the bottle sampling procedure. This update only affected the samples taken from the bottles, not the corresponding samples taken from the lake prior to putting the water into bottles."
