"projectID","sampleID","lakeID","siteName","dateSample","dateTimeSample","depthClass","depthTop","depthBottom","temp","DOmgL","DOsat","SpC","pH","ORP","PAR","metadataID","comments","updateID"
3,"WL_DeepHole_20200707_1000_point_13_Limno.Sample.20160505","WL","DeepHole","7/7/2020","7/7/2020 10:00","point",13,13,4.7,1.46,11.4,21.5,5.48,72.9,NA,"Limno.Sample.20160505","no light profile light meter needs maintenence",NA
3,"WL_DeepHole_20200707_1000_point_14_Limno.Sample.20160505","WL","DeepHole","7/7/2020","7/7/2020 10:00","point",14,14,4.7,1.46,11.3,21.3,5.5,71.1,NA,"Limno.Sample.20160505","no light profile light meter needs maintenence",NA
15,"HB_DeepHole_20200708_0945_point_0_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",0,0,26,NA,NA,16.8,4.09,334.5,499.8,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_0.25_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",0.25,0.25,NA,NA,NA,NA,NA,NA,144.52,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_0.5_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",0.5,0.5,25,NA,NA,17.4,4.23,329,26.97,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_0.75_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",0.75,0.75,NA,NA,NA,NA,NA,NA,11.48,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_1_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",1,1,17.4,NA,NA,19.3,4.29,330.5,4.66,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_1.5_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",1.5,1.5,12.6,NA,NA,19.7,4.19,335.7,NA,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_2_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",2,2,8.9,NA,NA,19,4.18,339.1,NA,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_2.5_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",2.5,2.5,7,NA,NA,19.2,4.12,341.1,NA,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_3_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",3,3,5.7,NA,NA,19.9,4.29,263.3,NA,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_3.5_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",3.5,3.5,5,NA,NA,22.4,4.46,205.7,NA,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_4_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",4,4,4.7,NA,NA,23.4,4.57,173.4,NA,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_4.5_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",4.5,4.5,4.5,NA,NA,24.1,4.64,159.2,NA,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_5_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",5,5,4.5,NA,NA,25,4.66,152.7,NA,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_5.5_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",5.5,5.5,4.4,NA,NA,25.2,4.71,145.6,NA,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_6_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",6,6,4.4,NA,NA,26.4,4.73,141,NA,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_6.5_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",6.5,6.5,4.4,NA,NA,27.7,4.81,133.1,NA,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"HB_DeepHole_20200708_0945_point_7_Limno.Sample.20160505","HB","DeepHole","7/8/2020","7/8/2020 9:45","point",7,7,4.4,NA,NA,30.4,4.79,131.9,NA,"Limno.Sample.20160505","Deck PAR 802.6 no DO because sensor not calibrating",NA
15,"CR_DeepHole_20200710_1025_point_0_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",0,0,25.8,7.51,92.3,10.9,5.88,274.3,1210.1,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_0.25_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",0.25,0.25,NA,NA,NA,NA,NA,NA,991.4,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_0.5_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",0.5,0.5,25.8,7.45,91.6,10.8,5.92,276.8,892.7,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_0.75_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",0.75,0.75,NA,NA,NA,NA,NA,NA,592.5,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_1_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",1,1,25.8,7.41,91,10.9,6.07,278.5,433.5,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_1.5_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",1.5,1.5,25.8,7.45,91.4,10.8,6.1,279.8,317.2,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_2_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",2,2,25.7,7.42,91.1,10.8,6.14,277.6,234.7,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_2.5_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",2.5,2.5,25.1,7.41,89.8,10.9,6.05,286.1,121.2,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_3_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",3,3,23,9.06,103.9,10.9,6.3,283.2,116.56,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_3.5_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",3.5,3.5,19.1,10.77,114.4,10.7,6.32,282,91.56,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_4_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",4,4,15.8,11.11,110.1,10.9,6.23,290.2,84.26,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_4.5_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",4.5,4.5,13.4,10.81,103.8,11.1,6.11,296.7,50.93,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_5_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",5,5,10.6,9.66,86.7,11.4,5.85,302.3,26.19,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_5.5_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",5.5,5.5,9,7.53,65.2,11.9,5.77,309.4,22.01,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_6_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",6,6,8.1,5.77,48.8,12.2,5.57,313.3,13.15,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_6.5_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",6.5,6.5,7.3,3.53,29.3,12.6,5.51,316.8,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_7_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",7,7,6.9,2.88,23.7,12.8,5.47,313.9,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_7.5_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",7.5,7.5,6.6,2.44,19.9,13,5.45,313.3,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_8_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",8,8,6.2,1.74,13.8,13.2,5.45,131.9,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_9_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",9,9,6,1.31,10.5,13.4,5.4,314.3,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_10_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",10,10,5.8,1.17,9.4,13.4,5.38,315.4,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_11_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",11,11,5.8,1.05,8.4,13.5,5.38,313.6,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_12_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",12,12,5.7,1.01,8.1,14.1,5.44,192.1,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_13_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",13,13,5.7,0.9,7.2,14.5,5.62,163.9,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_14_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",14,14,5.7,0.93,7.5,14.7,5.71,145.6,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_15_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",15,15,5.7,1.03,8.2,14.8,5.75,138.7,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_16_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",16,16,5.7,1.1,8.8,14.8,5.79,130.1,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_17_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",17,17,5.7,1.2,9.6,14.8,5.81,123.7,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_18_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",18,18,5.7,1.27,10.5,14.9,5.82,119.4,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_19_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",19,19,5.7,1.43,11.3,14.9,5.83,116,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
15,"CR_DeepHole_20200710_1025_point_20_Limno.Sample.20160505","CR","DeepHole","7/10/2020","7/10/2020 10:25","point",20,20,5.7,1.63,13,15,5.84,113.1,NA,"Limno.Sample.20160505","Deck PAR 1466.5 DO calibration successful after membrane change ",NA
3,"FE_DeepHole_20200715_1015_point_0_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",0,0,23.5,7.7,90.2,12.4,5.08,243.9,815.3,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_0.25_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",0.25,0.25,NA,NA,NA,NA,NA,NA,468.4,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_0.5_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",0.5,0.5,23,7.4,86.4,12.3,5.29,241.6,136.72,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_0.75_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",0.75,0.75,NA,NA,NA,NA,NA,NA,65.18,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_1_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",1,1,22.8,7.31,84.9,12.3,5.33,245,23.81,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_1.5_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",1.5,1.5,22.7,7,71.1,12.4,5.33,249,10.73,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_2_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",2,2,20.9,3.89,43.6,13.9,5.16,263.9,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_2.5_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",2.5,2.5,16.3,2.88,29.9,14.2,5.11,263,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_3_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",3,3,11.2,3.19,29,16,5.13,238.7,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_3.5_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",3.5,3.5,8.4,2.8,24.2,17.3,5.21,204,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_4_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",4,4,6.5,2.76,22.5,17.4,5.2,200.1,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_4.5_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",4.5,4.5,5.4,2.79,23.5,17,5.16,201.9,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_5_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",5,5,5,2.87,22.4,16.7,5.05,207.6,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_5.5_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",5.5,5.5,4.5,2.7,2.68,16.9,5.01,211.2,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_6_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",6,6,4.4,2.43,18.7,18.1,5.06,208.8,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_6.5_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",6.5,6.5,4.3,2.32,17.2,18.8,5.16,194.4,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_7_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",7,7,4.3,2.44,18.8,19.3,5.18,177.5,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_7.5_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",7.5,7.5,4.3,2.2,16.9,19.7,5.3,134.7,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_8_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",8,8,4.3,2.09,16,20.1,5.33,127.2,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_9_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",9,9,4.3,1.8,13.9,21.2,5.47,99.9,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_10_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",10,10,4.3,1.75,13.5,22,5.47,97.5,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_11_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",11,11,4.3,1.66,12.8,22.7,5.51,92,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_12_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",12,12,4.4,1.85,14.2,23,5.53,88,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"FE_DeepHole_20200715_1015_point_13_Limno.Sample.20160505","FE","DeepHole","7/15/2020","7/15/2020 10:15","point",13,13,4.4,1.75,13.5,24.5,5.54,84.8,NA,"Limno.Sample.20160505","Deck PAR 1260.2",NA
3,"WL_DeepHole_20200715_0907_point_0_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",0,0,23.5,9.31,109.6,12.3,6.09,265.8,995.2,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_0.25_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",0.25,0.25,NA,NA,NA,NA,NA,NA,654.1,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_0.5_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",0.5,0.5,23.3,8.44,98.8,12.1,6.19,263.9,388.5,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_0.75_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",0.75,0.75,NA,NA,NA,NA,NA,NA,241.1,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_1_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",1,1,23.2,8.27,96.8,12.1,6.1,269,179.09,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_1.5_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",1.5,1.5,23.1,8.11,94.7,12.1,6.14,269.9,80.26,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_2_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",2,2,22.9,7.84,89.6,12.1,6.12,272.8,61.25,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_2.5_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",2.5,2.5,19,9.63,101.1,12.7,5.53,307.4,29.11,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_3_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",3,3,13.6,9.51,92,13.1,5.31,315.8,11.94,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_3.5_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",3.5,3.5,11.1,9.04,82.4,13,5.31,317,8.11,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_4_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",4,4,8.6,5.32,45.5,13.8,5.18,324.7,NA,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_4.5_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",4.5,4.5,7.5,4.03,33.5,14.3,5.13,324.7,NA,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_5_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",5,5,6.2,3.85,31.1,14.8,5.13,318.8,NA,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_5.5_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",5.5,5.5,5.7,3.65,29.1,16.7,5.17,279.3,NA,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_6_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",6,6,5.3,3.31,26.2,17.7,5.24,221.5,NA,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_6.5_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",6.5,6.5,5,3.3,25.2,18.3,5.26,152.1,NA,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_7_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",7,7,4.9,3.19,24.9,18.5,5.29,111.5,NA,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_7.5_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",7.5,7.5,4.9,2.96,23.1,18.6,5.31,97.3,NA,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_8_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",8,8,4.8,3,23.3,18.9,5.35,86.6,NA,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_9_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",9,9,4.7,2.65,20.7,19.3,5.41,74.5,NA,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_10_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",10,10,4.7,2.7,21,19.6,5.43,71.6,NA,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_11_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",11,11,4.7,2.75,21.4,20.2,5.5,64.7,NA,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
3,"WL_DeepHole_20200715_0907_point_12_Limno.Sample.20160505","WL","DeepHole","7/15/2020","7/15/2020 9:07","point",12,12,4.7,2.51,19.5,20.9,5.55,60.2,NA,"Limno.Sample.20160505","Deck PAR 1606.8 hit bottom at 12.5m with YSI",NA
15,"MO_DeepHole_20200720_0900_point_0_Limno.Sample.20160505","MO","DeepHole","7/20/2020","7/20/2020 9:00","point",0,0,23.3,NA,NA,82.1,7.71,156.4,949.2,"Limno.Sample.20160505","Deck PAR 1272.0 and DO not calibrating",NA
15,"MO_DeepHole_20200720_0900_point_0.25_Limno.Sample.20160505","MO","DeepHole","7/20/2020","7/20/2020 9:00","point",0.25,0.25,NA,NA,NA,NA,NA,NA,372.5,"Limno.Sample.20160505","Deck PAR 1272.0 and DO not calibrating",NA
15,"MO_DeepHole_20200720_0900_point_0.5_Limno.Sample.20160505","MO","DeepHole","7/20/2020","7/20/2020 9:00","point",0.5,0.5,23.3,NA,NA,82.3,7.64,170.5,153.89,"Limno.Sample.20160505","Deck PAR 1272.0 and DO not calibrating",NA
15,"MO_DeepHole_20200720_0900_point_0.75_Limno.Sample.20160505","MO","DeepHole","7/20/2020","7/20/2020 9:00","point",0.75,0.75,NA,NA,NA,NA,NA,NA,72.99,"Limno.Sample.20160505","Deck PAR 1272.0 and DO not calibrating",NA
15,"MO_DeepHole_20200720_0900_point_1_Limno.Sample.20160505","MO","DeepHole","7/20/2020","7/20/2020 9:00","point",1,1,23.1,NA,NA,82.9,7.59,177.5,37.42,"Limno.Sample.20160505","Deck PAR 1272.0 and DO not calibrating",NA
15,"MO_DeepHole_20200720_0900_point_1.5_Limno.Sample.20160505","MO","DeepHole","7/20/2020","7/20/2020 9:00","point",1.5,1.5,21.2,NA,NA,84.1,7.48,185.9,9.41,"Limno.Sample.20160505","Deck PAR 1272.0 and DO not calibrating",NA
